serving-sys.com,tribunnews.com;grid.id;yenisafak.com;factaholics.com;everydayhealth.com.tw,815,0.0484615634826
adsco.re,tamilrockers.li;worldfree4u.club;thepiratebay3.org;bolly4u.trade;skidrowreloaded.com,648,0.0274614734765
doubleverify.com,youm7.com;ign.com;filehippo.com;ticketmaster.com;kissasian.ch,517,0.0452506133928
alicdn.com,taobao.com;tmall.com;login.tmall.com;pages.tmall.com;detail.tmall.com,417,0.330255781163
admixer.net,alwakeelnews.com;segodnya.ua;tsn.ua;studbooks.net;osvita.ua,112,0.0050379715864
b2c.com,reuters.com;knowyourmeme.com;gotomeeting.com;allrecipes.com;snopes.com,108,0.0114324012041
lightboxcdn.com,cnet.com;thehill.com;avclub.com;mashable.com;nbcsports.com,84,0.0173811245098
yieldmo.com,cnn.com;foxnews.com;gamespot.com;time.com;chron.com,83,0.0263490429408
vimeocdn.com,gwu.edu;undp.org;marieclairearabia.com;elfinanciero.com.mx;cargocollective.com,80,0.00245390466742
ajax.googleapis.com,cbslocal.com;androidauthority.com;uproxx.com;whatculture.com;philly.com,65,0.00343544023936
sparkflow.net,cbslocal.com;androidauthority.com;uproxx.com;whatculture.com;philly.com,64,0.00342267341268
baidu.com,1ppt.com;5156edu.com;co188.com;gerensuodeshui.cn;hanju.cc,59,0.00181504317081
perimeterx.net,zillow.com;udemy.com;bloomberg.com;upwork.com;trulia.com,37,0.0142079394408
adsafeprotected.com,wired.com;cbslocal.com;apartmenttherapy.com;fantasypros.com;radaronline.com,36,0.00226290330565
onetag-cdn.com,dilei.it;mangaeden.com;animeclick.it;commentimemorabili.it;lachiesa.it,25,0.000509408464175
ad-score.com,heraldweekly.com;maxpreps.com;daily-stuff.com;kueez.com;noticiaaldia.com,24,0.00107362946737
cloudflare.com,torrentdosfilmeshd.net;el7l.tv;watchtheoffice.online;tabooporns.com;porndish.com,24,0.000968776619229
probtn.com,vesti.ru;nation.co.ke;tuko.co.ke;ngs.ru;baby.ru,19,0.00362350971796
skyscnr.com,skyscanner.ru;skyscanner.de;skyscanner.it;skyscanner.co.kr;skyscanner.com.au,17,0.000951654756964
foresee.com,t-mobile.com;amd.com;cox.com;cox.net;falabella.com,15,0.00191487485923
answerscloud.com,homedepot.com;macys.com;uscis.gov;consumerreports.org;hertz.com,15,0.00496850782175
d2t77mnxyo7adj.cloudfront.net,99designs.com;renttherunway.com;touchofmodern.com;bitso.com;ipsy.com,13,0.000675805962428
api.no,nettavisen.no;prisguiden.no;an.no;ba.no;dt.no,13,0.000358241911668
ztsrv.com,vivastreet.co.uk;peopleclick.com;jula.se;peoplefluent.com;jula.no,12,0.000366896355044
go-mpulse.net,macys.com;urbanoutfitters.com;tuko.co.ke;bedbathandbeyond.com;stuff.co.nz,10,0.00328051670176
